Date,Day,Week Day,Week DaySort,Day of Year,Is Weekend,Week Number,Start of Week,End of Week,MonthSort,Month,Start of Month,End of Month,Start of Next Month,End of Next Month,Quarter,Start of Quarter,End of Quarter,Year,Start of Year,End of Year,Month Year,Is Latest Month,Is Previous Month,Is Beyond Latest
2011-07-04T00:00:00,4,Monday,2,185,0,28,2011-07-03T00:00:00,2011-07-09T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-07-11T00:00:00,11,Monday,2,192,0,29,2011-07-10T00:00:00,2011-07-16T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-07-18T00:00:00,18,Monday,2,199,0,30,2011-07-17T00:00:00,2011-07-23T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-07-25T00:00:00,25,Monday,2,206,0,31,2011-07-24T00:00:00,2011-07-30T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-08-01T00:00:00,1,Monday,2,213,0,32,2011-07-31T00:00:00,2011-08-06T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-08T00:00:00,8,Monday,2,220,0,33,2011-08-07T00:00:00,2011-08-13T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-15T00:00:00,15,Monday,2,227,0,34,2011-08-14T00:00:00,2011-08-20T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-22T00:00:00,22,Monday,2,234,0,35,2011-08-21T00:00:00,2011-08-27T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-29T00:00:00,29,Monday,2,241,0,36,2011-08-28T00:00:00,2011-09-03T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-09-05T00:00:00,5,Monday,2,248,0,37,2011-09-04T00:00:00,2011-09-10T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2011-09-12T00:00:00,12,Monday,2,255,0,38,2011-09-11T00:00:00,2011-09-17T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2011-09-19T00:00:00,19,Monday,2,262,0,39,2011-09-18T00:00:00,2011-09-24T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2011-09-26T00:00:00,26,Monday,2,269,0,40,2011-09-25T00:00:00,2011-10-01T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2012-07-02T00:00:00,2,Monday,2,184,0,27,2012-07-01T00:00:00,2012-07-07T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-09T00:00:00,9,Monday,2,191,0,28,2012-07-08T00:00:00,2012-07-14T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-16T00:00:00,16,Monday,2,198,0,29,2012-07-15T00:00:00,2012-07-21T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-23T00:00:00,23,Monday,2,205,0,30,2012-07-22T00:00:00,2012-07-28T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-30T00:00:00,30,Monday,2,212,0,31,2012-07-29T00:00:00,2012-08-04T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-08-06T00:00:00,6,Monday,2,219,0,32,2012-08-05T00:00:00,2012-08-11T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-08-13T00:00:00,13,Monday,2,226,0,33,2012-08-12T00:00:00,2012-08-18T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-08-20T00:00:00,20,Monday,2,233,0,34,2012-08-19T00:00:00,2012-08-25T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-08-27T00:00:00,27,Monday,2,240,0,35,2012-08-26T00:00:00,2012-09-01T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-09-03T00:00:00,3,Monday,2,247,0,36,2012-09-02T00:00:00,2012-09-08T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2012-09-10T00:00:00,10,Monday,2,254,0,37,2012-09-09T00:00:00,2012-09-15T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2012-09-17T00:00:00,17,Monday,2,261,0,38,2012-09-16T00:00:00,2012-09-22T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2012-09-24T00:00:00,24,Monday,2,268,0,39,2012-09-23T00:00:00,2012-09-29T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2013-07-01T00:00:00,1,Monday,2,182,0,27,2013-06-30T00:00:00,2013-07-06T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-08T00:00:00,8,Monday,2,189,0,28,2013-07-07T00:00:00,2013-07-13T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-15T00:00:00,15,Monday,2,196,0,29,2013-07-14T00:00:00,2013-07-20T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-22T00:00:00,22,Monday,2,203,0,30,2013-07-21T00:00:00,2013-07-27T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-29T00:00:00,29,Monday,2,210,0,31,2013-07-28T00:00:00,2013-08-03T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-08-05T00:00:00,5,Monday,2,217,0,32,2013-08-04T00:00:00,2013-08-10T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-08-12T00:00:00,12,Monday,2,224,0,33,2013-08-11T00:00:00,2013-08-17T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-08-19T00:00:00,19,Monday,2,231,0,34,2013-08-18T00:00:00,2013-08-24T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-08-26T00:00:00,26,Monday,2,238,0,35,2013-08-25T00:00:00,2013-08-31T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-09-02T00:00:00,2,Monday,2,245,0,36,2013-09-01T00:00:00,2013-09-07T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-09T00:00:00,9,Monday,2,252,0,37,2013-09-08T00:00:00,2013-09-14T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-16T00:00:00,16,Monday,2,259,0,38,2013-09-15T00:00:00,2013-09-21T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-23T00:00:00,23,Monday,2,266,0,39,2013-09-22T00:00:00,2013-09-28T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-30T00:00:00,30,Monday,2,273,0,40,2013-09-29T00:00:00,2013-10-05T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2014-07-07T00:00:00,7,Monday,2,188,0,28,2014-07-06T00:00:00,2014-07-12T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-14T00:00:00,14,Monday,2,195,0,29,2014-07-13T00:00:00,2014-07-19T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-21T00:00:00,21,Monday,2,202,0,30,2014-07-20T00:00:00,2014-07-26T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-28T00:00:00,28,Monday,2,209,0,31,2014-07-27T00:00:00,2014-08-02T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-08-04T00:00:00,4,Monday,2,216,0,32,2014-08-03T00:00:00,2014-08-09T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-08-11T00:00:00,11,Monday,2,223,0,33,2014-08-10T00:00:00,2014-08-16T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-08-18T00:00:00,18,Monday,2,230,0,34,2014-08-17T00:00:00,2014-08-23T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-08-25T00:00:00,25,Monday,2,237,0,35,2014-08-24T00:00:00,2014-08-30T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-09-01T00:00:00,1,Monday,2,244,0,36,2014-08-31T00:00:00,2014-09-06T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-08T00:00:00,8,Monday,2,251,0,37,2014-09-07T00:00:00,2014-09-13T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-15T00:00:00,15,Monday,2,258,0,38,2014-09-14T00:00:00,2014-09-20T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-22T00:00:00,22,Monday,2,265,0,39,2014-09-21T00:00:00,2014-09-27T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-29T00:00:00,29,Monday,2,272,0,40,2014-09-28T00:00:00,2014-10-04T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2015-07-06T00:00:00,6,Monday,2,187,0,28,2015-07-05T00:00:00,2015-07-11T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-13T00:00:00,13,Monday,2,194,0,29,2015-07-12T00:00:00,2015-07-18T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-20T00:00:00,20,Monday,2,201,0,30,2015-07-19T00:00:00,2015-07-25T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-27T00:00:00,27,Monday,2,208,0,31,2015-07-26T00:00:00,2015-08-01T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-08-03T00:00:00,3,Monday,2,215,0,32,2015-08-02T00:00:00,2015-08-08T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-10T00:00:00,10,Monday,2,222,0,33,2015-08-09T00:00:00,2015-08-15T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-17T00:00:00,17,Monday,2,229,0,34,2015-08-16T00:00:00,2015-08-22T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-24T00:00:00,24,Monday,2,236,0,35,2015-08-23T00:00:00,2015-08-29T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-31T00:00:00,31,Monday,2,243,0,36,2015-08-30T00:00:00,2015-09-05T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-09-07T00:00:00,7,Monday,2,250,0,37,2015-09-06T00:00:00,2015-09-12T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-09-14T00:00:00,14,Monday,2,257,0,38,2015-09-13T00:00:00,2015-09-19T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-09-21T00:00:00,21,Monday,2,264,0,39,2015-09-20T00:00:00,2015-09-26T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-09-28T00:00:00,28,Monday,2,271,0,40,2015-09-27T00:00:00,2015-10-03T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2011-01-03T00:00:00,3,Monday,2,3,0,2,2011-01-02T00:00:00,2011-01-08T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-10T00:00:00,10,Monday,2,10,0,3,2011-01-09T00:00:00,2011-01-15T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-17T00:00:00,17,Monday,2,17,0,4,2011-01-16T00:00:00,2011-01-22T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-24T00:00:00,24,Monday,2,24,0,5,2011-01-23T00:00:00,2011-01-29T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-31T00:00:00,31,Monday,2,31,0,6,2011-01-30T00:00:00,2011-02-05T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-02-07T00:00:00,7,Monday,2,38,0,7,2011-02-06T00:00:00,2011-02-12T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-02-14T00:00:00,14,Monday,2,45,0,8,2011-02-13T00:00:00,2011-02-19T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-02-21T00:00:00,21,Monday,2,52,0,9,2011-02-20T00:00:00,2011-02-26T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-02-28T00:00:00,28,Monday,2,59,0,10,2011-02-27T00:00:00,2011-03-05T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-03-07T00:00:00,7,Monday,2,66,0,11,2011-03-06T00:00:00,2011-03-12T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-03-14T00:00:00,14,Monday,2,73,0,12,2011-03-13T00:00:00,2011-03-19T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-03-21T00:00:00,21,Monday,2,80,0,13,2011-03-20T00:00:00,2011-03-26T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-03-28T00:00:00,28,Monday,2,87,0,14,2011-03-27T00:00:00,2011-04-02T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
