Date,Day,Week Day,Week DaySort,Day of Year,Is Weekend,Week Number,Start of Week,End of Week,MonthSort,Month,Start of Month,End of Month,Start of Next Month,End of Next Month,Quarter,Start of Quarter,End of Quarter,Year,Start of Year,End of Year,Month Year,Is Latest Month,Is Previous Month,Is Beyond Latest
2015-05-05T00:00:00,5,Tuesday,3,125,0,19,2015-05-03T00:00:00,2015-05-09T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-12T00:00:00,12,Tuesday,3,132,0,20,2015-05-10T00:00:00,2015-05-16T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-19T00:00:00,19,Tuesday,3,139,0,21,2015-05-17T00:00:00,2015-05-23T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-26T00:00:00,26,Tuesday,3,146,0,22,2015-05-24T00:00:00,2015-05-30T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-06-02T00:00:00,2,Tuesday,3,153,0,23,2015-05-31T00:00:00,2015-06-06T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-09T00:00:00,9,Tuesday,3,160,0,24,2015-06-07T00:00:00,2015-06-13T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-16T00:00:00,16,Tuesday,3,167,0,25,2015-06-14T00:00:00,2015-06-20T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-23T00:00:00,23,Tuesday,3,174,0,26,2015-06-21T00:00:00,2015-06-27T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-30T00:00:00,30,Tuesday,3,181,0,27,2015-06-28T00:00:00,2015-07-04T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-10-06T00:00:00,6,Tuesday,3,279,0,41,2015-10-04T00:00:00,2015-10-10T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-10-13T00:00:00,13,Tuesday,3,286,0,42,2015-10-11T00:00:00,2015-10-17T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-10-20T00:00:00,20,Tuesday,3,293,0,43,2015-10-18T00:00:00,2015-10-24T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-10-27T00:00:00,27,Tuesday,3,300,0,44,2015-10-25T00:00:00,2015-10-31T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-11-03T00:00:00,3,Tuesday,3,307,0,45,2015-11-01T00:00:00,2015-11-07T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-10T00:00:00,10,Tuesday,3,314,0,46,2015-11-08T00:00:00,2015-11-14T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-17T00:00:00,17,Tuesday,3,321,0,47,2015-11-15T00:00:00,2015-11-21T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-24T00:00:00,24,Tuesday,3,328,0,48,2015-11-22T00:00:00,2015-11-28T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-12-01T00:00:00,1,Tuesday,3,335,0,49,2015-11-29T00:00:00,2015-12-05T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-08T00:00:00,8,Tuesday,3,342,0,50,2015-12-06T00:00:00,2015-12-12T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-15T00:00:00,15,Tuesday,3,349,0,51,2015-12-13T00:00:00,2015-12-19T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-22T00:00:00,22,Tuesday,3,356,0,52,2015-12-20T00:00:00,2015-12-26T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-29T00:00:00,29,Tuesday,3,363,0,53,2015-12-27T00:00:00,2016-01-02T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2011-07-05T00:00:00,5,Tuesday,3,186,0,28,2011-07-03T00:00:00,2011-07-09T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-07-12T00:00:00,12,Tuesday,3,193,0,29,2011-07-10T00:00:00,2011-07-16T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-07-19T00:00:00,19,Tuesday,3,200,0,30,2011-07-17T00:00:00,2011-07-23T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-07-26T00:00:00,26,Tuesday,3,207,0,31,2011-07-24T00:00:00,2011-07-30T00:00:00,7,July,2011-07-01T00:00:00,2011-07-31T00:00:00,2011-08-01T00:00:00,2011-08-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,072011,0,0,0
2011-08-02T00:00:00,2,Tuesday,3,214,0,32,2011-07-31T00:00:00,2011-08-06T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-09T00:00:00,9,Tuesday,3,221,0,33,2011-08-07T00:00:00,2011-08-13T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-16T00:00:00,16,Tuesday,3,228,0,34,2011-08-14T00:00:00,2011-08-20T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-23T00:00:00,23,Tuesday,3,235,0,35,2011-08-21T00:00:00,2011-08-27T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-08-30T00:00:00,30,Tuesday,3,242,0,36,2011-08-28T00:00:00,2011-09-03T00:00:00,8,August,2011-08-01T00:00:00,2011-08-31T00:00:00,2011-09-01T00:00:00,2011-09-30T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,082011,0,0,0
2011-09-06T00:00:00,6,Tuesday,3,249,0,37,2011-09-04T00:00:00,2011-09-10T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2011-09-13T00:00:00,13,Tuesday,3,256,0,38,2011-09-11T00:00:00,2011-09-17T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2011-09-20T00:00:00,20,Tuesday,3,263,0,39,2011-09-18T00:00:00,2011-09-24T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2011-09-27T00:00:00,27,Tuesday,3,270,0,40,2011-09-25T00:00:00,2011-10-01T00:00:00,9,September,2011-09-01T00:00:00,2011-09-30T00:00:00,2011-10-01T00:00:00,2011-10-31T00:00:00,3,2011-07-01T00:00:00,2011-09-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,092011,0,0,0
2012-07-03T00:00:00,3,Tuesday,3,185,0,27,2012-07-01T00:00:00,2012-07-07T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-10T00:00:00,10,Tuesday,3,192,0,28,2012-07-08T00:00:00,2012-07-14T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-17T00:00:00,17,Tuesday,3,199,0,29,2012-07-15T00:00:00,2012-07-21T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-24T00:00:00,24,Tuesday,3,206,0,30,2012-07-22T00:00:00,2012-07-28T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-07-31T00:00:00,31,Tuesday,3,213,0,31,2012-07-29T00:00:00,2012-08-04T00:00:00,7,July,2012-07-01T00:00:00,2012-07-31T00:00:00,2012-08-01T00:00:00,2012-08-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,072012,0,0,0
2012-08-07T00:00:00,7,Tuesday,3,220,0,32,2012-08-05T00:00:00,2012-08-11T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-08-14T00:00:00,14,Tuesday,3,227,0,33,2012-08-12T00:00:00,2012-08-18T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-08-21T00:00:00,21,Tuesday,3,234,0,34,2012-08-19T00:00:00,2012-08-25T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-08-28T00:00:00,28,Tuesday,3,241,0,35,2012-08-26T00:00:00,2012-09-01T00:00:00,8,August,2012-08-01T00:00:00,2012-08-31T00:00:00,2012-09-01T00:00:00,2012-09-30T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,082012,0,0,0
2012-09-04T00:00:00,4,Tuesday,3,248,0,36,2012-09-02T00:00:00,2012-09-08T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2012-09-11T00:00:00,11,Tuesday,3,255,0,37,2012-09-09T00:00:00,2012-09-15T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2012-09-18T00:00:00,18,Tuesday,3,262,0,38,2012-09-16T00:00:00,2012-09-22T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2012-09-25T00:00:00,25,Tuesday,3,269,0,39,2012-09-23T00:00:00,2012-09-29T00:00:00,9,September,2012-09-01T00:00:00,2012-09-30T00:00:00,2012-10-01T00:00:00,2012-10-31T00:00:00,3,2012-07-01T00:00:00,2012-09-30T00:00:00,2012,2012-01-01T00:00:00,2012-12-31T00:00:00,092012,0,0,0
2013-07-02T00:00:00,2,Tuesday,3,183,0,27,2013-06-30T00:00:00,2013-07-06T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-09T00:00:00,9,Tuesday,3,190,0,28,2013-07-07T00:00:00,2013-07-13T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-16T00:00:00,16,Tuesday,3,197,0,29,2013-07-14T00:00:00,2013-07-20T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-23T00:00:00,23,Tuesday,3,204,0,30,2013-07-21T00:00:00,2013-07-27T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-07-30T00:00:00,30,Tuesday,3,211,0,31,2013-07-28T00:00:00,2013-08-03T00:00:00,7,July,2013-07-01T00:00:00,2013-07-31T00:00:00,2013-08-01T00:00:00,2013-08-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,072013,0,0,0
2013-08-06T00:00:00,6,Tuesday,3,218,0,32,2013-08-04T00:00:00,2013-08-10T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-08-13T00:00:00,13,Tuesday,3,225,0,33,2013-08-11T00:00:00,2013-08-17T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-08-20T00:00:00,20,Tuesday,3,232,0,34,2013-08-18T00:00:00,2013-08-24T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-08-27T00:00:00,27,Tuesday,3,239,0,35,2013-08-25T00:00:00,2013-08-31T00:00:00,8,August,2013-08-01T00:00:00,2013-08-31T00:00:00,2013-09-01T00:00:00,2013-09-30T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,082013,0,0,0
2013-09-03T00:00:00,3,Tuesday,3,246,0,36,2013-09-01T00:00:00,2013-09-07T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-10T00:00:00,10,Tuesday,3,253,0,37,2013-09-08T00:00:00,2013-09-14T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-17T00:00:00,17,Tuesday,3,260,0,38,2013-09-15T00:00:00,2013-09-21T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2013-09-24T00:00:00,24,Tuesday,3,267,0,39,2013-09-22T00:00:00,2013-09-28T00:00:00,9,September,2013-09-01T00:00:00,2013-09-30T00:00:00,2013-10-01T00:00:00,2013-10-31T00:00:00,3,2013-07-01T00:00:00,2013-09-30T00:00:00,2013,2013-01-01T00:00:00,2013-12-31T00:00:00,092013,0,0,0
2014-07-01T00:00:00,1,Tuesday,3,182,0,27,2014-06-29T00:00:00,2014-07-05T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-08T00:00:00,8,Tuesday,3,189,0,28,2014-07-06T00:00:00,2014-07-12T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-15T00:00:00,15,Tuesday,3,196,0,29,2014-07-13T00:00:00,2014-07-19T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-22T00:00:00,22,Tuesday,3,203,0,30,2014-07-20T00:00:00,2014-07-26T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-07-29T00:00:00,29,Tuesday,3,210,0,31,2014-07-27T00:00:00,2014-08-02T00:00:00,7,July,2014-07-01T00:00:00,2014-07-31T00:00:00,2014-08-01T00:00:00,2014-08-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,072014,0,0,1
2014-08-05T00:00:00,5,Tuesday,3,217,0,32,2014-08-03T00:00:00,2014-08-09T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-08-12T00:00:00,12,Tuesday,3,224,0,33,2014-08-10T00:00:00,2014-08-16T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-08-19T00:00:00,19,Tuesday,3,231,0,34,2014-08-17T00:00:00,2014-08-23T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-08-26T00:00:00,26,Tuesday,3,238,0,35,2014-08-24T00:00:00,2014-08-30T00:00:00,8,August,2014-08-01T00:00:00,2014-08-31T00:00:00,2014-09-01T00:00:00,2014-09-30T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,082014,0,0,1
2014-09-02T00:00:00,2,Tuesday,3,245,0,36,2014-08-31T00:00:00,2014-09-06T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-09T00:00:00,9,Tuesday,3,252,0,37,2014-09-07T00:00:00,2014-09-13T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-16T00:00:00,16,Tuesday,3,259,0,38,2014-09-14T00:00:00,2014-09-20T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-23T00:00:00,23,Tuesday,3,266,0,39,2014-09-21T00:00:00,2014-09-27T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2014-09-30T00:00:00,30,Tuesday,3,273,0,40,2014-09-28T00:00:00,2014-10-04T00:00:00,9,September,2014-09-01T00:00:00,2014-09-30T00:00:00,2014-10-01T00:00:00,2014-10-31T00:00:00,3,2014-07-01T00:00:00,2014-09-30T00:00:00,2014,2014-01-01T00:00:00,2014-12-31T00:00:00,092014,0,0,1
2015-07-07T00:00:00,7,Tuesday,3,188,0,28,2015-07-05T00:00:00,2015-07-11T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-14T00:00:00,14,Tuesday,3,195,0,29,2015-07-12T00:00:00,2015-07-18T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-21T00:00:00,21,Tuesday,3,202,0,30,2015-07-19T00:00:00,2015-07-25T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
